X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.30459,43.743245,6107407,1153073,2010,2010-02-15T05:00:00.000Z,9,0,LAWRENCE AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,43.743245,-79.30459,Intersection, ,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,25 to 29,Fatal,10,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , ,, ,Yes, , , , , ,41,,,119,,311
-79.28869,43.704645,6914924,1153473,2010,2010-02-18T05:00:00.000Z,18,0,PHARMACY AVE,ST BEDES RD, ,Minor Arterial,Scarborough,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Passenger,15 to 19,Fatal,11, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, , , ,41,,,120,,312
-79.53622,43.753218,80877067,8000722475,2018,2018-04-23T04:00:00.000Z,20,0,FINCH AVE W,SIGNET DR, ,Major Arterial,Etobicoke York,43.753218,-79.53622,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Angle,Driver,40 to 44,Fatal,21,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , ,, , ,Yes,Yes,Yes, , ,31,,,22,,313
-79.507922,43.759272,80497075,5000976277,2015,2015-06-11T04:00:00.000Z,24,0,FINCH AVE W,TOBERMORY DR, ,Major Arterial,Etobicoke York,43.759272,-79.507922,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,40 to 44,Fatal,28,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Unknown, ,Yes,Yes, , ,, , ,Yes,Yes, ,Yes, ,31,,,25,,314
-79.519672,43.604773,80632485,7000303904,2017,2017-02-18T05:00:00.000Z,29,0,KIPLING AVE,NEW TORONTO ST,112 m North,Major Arterial,Etobicoke York,43.604773,-79.519672,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,7,South,Pick Up Truck,Going Ahead,Failed to Yield Right of Way,Had Been Drinking, , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, , , ,22,,,17,,315
-79.367893,43.677146,5363175,1039861,2008,2008-05-24T04:00:00.000Z,30,0,BAYVIEW Aven,BLOOR Ramp, ,Major Arterial,Toronto and East York,43.677146,-79.367893,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,21,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , , ,Yes, ,, , ,Yes,Yes, , , ,53,,,98,,316
-79.35139,43.658545,6099927,1149557,2010,2010-01-24T05:00:00.000Z,32,0,QUEEN ST E,MUNRO ST, ,Major Arterial,Toronto and East York,43.658545,-79.35139,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,7,North,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive, , , ,Yes, , , , ,, , , , , , , ,55,,,70,,317
-79.247493,43.755103,80542289,6001039195,2016,2016-06-15T04:00:00.000Z,37,0,LAWRENCE AVE E,VALPARAISO AVE, ,Major Arterial,Scarborough,43.755103,-79.247493,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,37,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , ,Yes, ,Yes, , ,, , , , , , , ,43,,,127,,318
-79.51949,43.694745,5380705,1047657,2008,2008-07-12T04:00:00.000Z,38,0,688 SCARLETT RD, , ,Major Arterial,Etobicoke York,43.694745,-79.51949,Intersection, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,31,South,"Automobile, Station Wagon",Overtaking,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,23,,,8,,319
-79.542079,43.592673,80609330,7000125598,2017,2017-01-21T05:00:00.000Z,40,0,BROWNS LINE,LAKESHORE W BROWNS LI RAMP,20 m North,Major Arterial,Etobicoke York,43.592673,-79.542079,Mid-Block,Non Intersection,No Control,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,3,South,Delivery Van,Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,22,,,19,,320
-79.20592,43.749583,80790885,7003211588,2017,2017-12-17T05:00:00.000Z,41,0,KINGSTON RD,GUILDWOOD PKWY, ,Major Arterial,Scarborough,43.749583,-79.20592,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,SMV Other,Driver,50 to 54,Fatal,58,East, ,Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , , , , ,, , ,Yes,Yes, , , ,43,,,140,,321
-79.235263,43.757712,80488136,5001405584,2015,2015-08-16T04:00:00.000Z,42,0,BELLAMY RD N,LAWRENCE AVE E, ,Major Arterial,Scarborough,43.757712,-79.235263,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Angle,Passenger,25 to 29,Fatal,38, , , , , , , , , , , , , ,Yes, , ,, ,Yes, ,Yes,Yes,Yes, ,43,,,137,,322
-79.267787,43.731745,7877499,1381541,2013,2013-10-20T04:00:00.000Z,45,0,KENNEDY RD,EGLINTON AVE E, ,Major Arterial,Scarborough,43.731745,-79.267787,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,48,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , ,, , , , , ,Yes, ,41,,,125,,323
-79.413097,43.777663,80948656,8001355778,2018,2018-07-25T04:00:00.000Z,45,0,DORIS AVE,HOLMES AVE,42 m South,Minor Arterial,North York,43.777663,-79.413097,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,36,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,32,,,51,,324
-79.16299,43.786017,80948662,8001460468,2018,2018-08-09T04:00:00.000Z,50,0,HIGHWAY 2A  W,HIGHLAND CREEK OVERPASS,600 m East,Expressway,Scarborough,43.786017,-79.16299,Mid-Block,Non Intersection,No Control, ,Dark, ,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,40,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,43,,,133,,325
-79.40189,43.636045,5375124,1045221,2008,2008-06-27T04:00:00.000Z,53,0,FLEET ST,STADIUM RD, ,Major Arterial,Toronto and East York,43.636045,-79.40189,Intersection, ,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,20 to 24,Fatal,28,West,"Automobile, Station Wagon",Going Ahead,Wrong Way on One Way Road,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, ,Yes, ,14,,,82,,326
-79.343501,43.692526,80000088,5000466893,2015,2015-03-20T04:00:00.000Z,58,0,262 TORRENS AVE, , ,Local,Toronto and East York,43.692526,-79.343501,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,11,North, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,54,,,58,,327
-79.439349,43.69797,80948669,8001362922,2018,2018-07-26T04:00:00.000Z,58,0,EGLINTON AVE W,MARLEE AVE, ,Major Arterial,Toronto and East York,43.69797,-79.439349,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,37,South, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, , , ,Yes,, , , ,Yes, , , ,13,,,107,,328
-79.36584,43.671626,80000127,5000756531,2015,2015-05-07T04:00:00.000Z,100,1,ROSEDALE VALLEY RD,BAYVIEW AVE, ,Minor Arterial,Toronto and East York,43.671626,-79.36584,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,20,West,Motorcycle,Going Ahead,Lost control,Unknown, , , , , , , , , ,Yes, ,, ,Yes,Yes,Yes, , , ,51,,,71,,329
-79.50359,43.702145,6705545,1266990,2011,2011-12-01T05:00:00.000Z,102,1,JANE ST,ELLIS AVE, ,Major Arterial,Etobicoke York,43.702145,-79.50359,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,32,Unknown,Other, , , ,Other / Undefined,Other,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,12,,,30,,330
-79.470248,43.634787,7464370,1315100,2012,2012-09-14T04:00:00.000Z,102,1,F G GARDINER XY  E,SOUTH KINGSWAY, ,Expressway,Toronto and East York,43.634787,-79.470248,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,31,East,Motorcycle,Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes,Yes, ,, , , , , , , ,11,,,85,,331
-79.370799,43.65774,80496365,5000286208,2015,2015-02-18T05:00:00.000Z,104,1,SHERBOURNE ST,DUNDAS ST E,50 m South of,Minor Arterial,Toronto and East York,43.65774,-79.370799,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,7,Unknown, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other, , , ,Yes, ,Yes, , ,, , ,Yes,Yes, , , ,51,,,73,,332
-79.22939,43.756845,6162947,1177627,2010,2010-07-18T04:00:00.000Z,110,1,GREENCEDAR CRCT,DAPHNE RD, ,Collector,Scarborough,43.756845,-79.22939,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,15 to 19,Fatal,26, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes, , , , , ,43,,,137,,333
-79.395633,43.637957,80609331,7000178103,2017,2017-01-29T05:00:00.000Z,110,1,F G GARDINER XY  E,SPADINA AVE,350 m West,Expressway,Toronto and East York,43.637957,-79.395633,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,4,West, , , , ,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Other, , , ,Yes, ,Yes, , ,, , , , , , , ,14,,,77,,334
-79.406253,43.762419,80972618,8001856890,2018,2018-10-08T04:00:00.000Z,117,1,SHEPPARD AVE E,BONNINGTON PL, ,Major Arterial,North York,43.762419,-79.406253,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,53,East, , , , ,Pedestrian hit at mid-block,Playing or Working on Highway,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,51,,335
-79.44309,43.677945,6148451,1171250,2010,2010-06-03T04:00:00.000Z,120,1,DUFFERIN ST,ST CLAIR AVE W, ,Major Arterial,Toronto and East York,43.677945,-79.44309,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,20,West,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,13,,,92,,336
-79.45799,43.732245,5795267,1142168,2009,2009-12-15T05:00:00.000Z,122,1,WILSON AVE,DUFFERIN ST, ,Major Arterial,North York,43.732245,-79.45799,Mid-Block,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Unattended Vehicle,Driver,25 to 29,Fatal,45,West,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , ,, , , , , , , ,32,,,33,,337
-79.589862,43.759535,80948655,8001179636,2018,2018-06-29T04:00:00.000Z,123,1,STEELES AVE W,KIPLING AVE, ,Major Arterial,Etobicoke York,43.759535,-79.589862,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,35,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , ,, , ,Yes,Yes, , , ,23,,,2,,338
-79.23769,43.768945,5204827,1088989,2009,2009-02-13T05:00:00.000Z,125,1,423 BRIMORTON DR, , ,Collector,Scarborough,43.768945,-79.23769,Mid-Block, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,4, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes, , , ,Yes, ,43,,,137,,339
-79.362254,43.656085,80000040,142723818,2014,2014-08-18T04:00:00.000Z,125,1,QUEEN ST E,TRACY ST, ,Major Arterial,Toronto and East York,43.656085,-79.362254,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,21,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,51,,,73,,340
-79.361987,43.692008,80792372,8000000539,2018,2018-01-01T05:00:00.000Z,125,1,BAYVIEW AVE,POTTERY RD,403 m N of,Major Arterial,Toronto and East York,43.692008,-79.361987,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,35 to 39,Fatal,1,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,53,,,56,,341
-79.267062,43.708708,80000022,141513588,2014,2014-02-12T05:00:00.000Z,127,1,DANFORTH RD,HIBBERTS DR, ,Minor Arterial,Scarborough,43.708708,-79.267062,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,3,Unknown, , , , ,Other / Undefined,Other,Had Been Drinking, , , ,Yes, ,Yes, , ,, , , , , , , ,41,,,120,,342
-79.445163,43.792533,7863370,1375428,2013,2013-09-16T04:00:00.000Z,130,1,STEELES AVE W,BATHURST ST, ,Major Arterial,North York,43.792533,-79.445163,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,40,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Unknown, , , ,Yes, ,Yes, , ,, , , , , , , ,32,,,36,,343
-79.312587,43.667243,7817617,1355791,2013,2013-05-12T04:00:00.000Z,139,1,QUEEN ST E,EASTERN AVE, ,Major Arterial,Toronto and East York,43.667243,-79.312587,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,14,Unknown, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Unknown, , , ,Yes, , , , ,, , , , , , , ,55,,,63,,344
-79.380786,43.795336,80741716,7000649054,2017,2017-04-13T04:00:00.000Z,144,1,CUMMER AVE,SNOWCREST AVE,150 m East,Collector,North York,43.795336,-79.380786,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, , , ,33,,,49,,345
-79.219852,43.742972,80217473,4002817424,2014,2014-09-01T04:00:00.000Z,147,1,EGLINTON AVE E,MARKHAM RD,76 m West of,Major Arterial,Scarborough,43.742972,-79.219852,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Passenger,30 to 34,Fatal,26, , , , , , , , , , , , , , , , ,, ,Yes, , , , , ,43,,,139,,346
-79.360187,43.670146,7860081,1374005,2013,2013-09-07T04:00:00.000Z,205,2,ROSEDALE VALLEY RD,BAYVIEW AVE, ,Major Arterial,Toronto and East York,43.670146,-79.360187,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,35 to 39,Fatal,39,East,Motorcycle,Going Ahead,Speed too Fast For Condition,Unknown, , , , , , , , , ,Yes, ,, , ,Yes,Yes, , , ,51,,,71,,347
-79.23929,43.719145,6258403,1207370,2010,2010-12-14T05:00:00.000Z,216,2,KINGSTON RD,ST QUENTIN AVE, ,Major Arterial,Scarborough,43.719145,-79.23929,Mid-Block, ,No Control,Snow,Dark,Packed Snow,Fatal,SMV Other,Driver,20 to 24,Fatal,39,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , ,, ,Yes, , , , , ,43,,,123,,348
-79.250186,43.741065,80609336,7000203536,2017,2017-02-02T05:00:00.000Z,219,2,BRIMLEY RD,ELGAR AVE, ,Major Arterial,Scarborough,43.741065,-79.250186,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,Fatal,Turning Movement,Driver,25 to 29,Fatal,5,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,"41,43",,,138,,349
-79.382404,43.680724,80565103,6001573551,2016,2016-09-05T04:00:00.000Z,220,2,MOUNT PLEASANT RD,ROXBOROUGH DR, ,Major Arterial,Toronto and East York,43.680724,-79.382404,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,25 to 29,Fatal,55, , , , , , , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, ,Yes, ,53,,,98,,350
-79.398158,43.658187,80875495,8000471582,2018,2018-03-15T04:00:00.000Z,226,2,COLLEGE ST,HURON ST, ,Major Arterial,Toronto and East York,43.658187,-79.398158,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,15,West, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , ,, , ,Yes,Yes, ,Yes, ,52,,,78,,351
-79.297504,43.725642,80565930,6001927266,2016,2016-10-30T04:00:00.000Z,227,2,PHARMACY AVE,EGLINTON AVE E, ,Major Arterial,Scarborough,43.725642,-79.297504,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,67,North,"Automobile, Station Wagon",Going Ahead,Lost control,Had Been Drinking, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,41,,,120,,352
-79.40999,43.665345,5224187,1097712,2009,2009-04-04T04:00:00.000Z,228,2,LIPPINCOTT ST,BLOOR ST W, ,Major Arterial,Toronto and East York,43.665345,-79.40999,Intersection, ,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,10,West,Other, , , ,Pedestrian hit at mid-block,Other,Had Been Drinking, , , ,Yes, ,Yes, , ,, , , , , ,Yes, ,14,,,79,,353
-79.39359,43.716945,7559313,1287084,2012,2012-04-03T04:00:00.000Z,230,2,MOUNT PLEASANT RD,STIBBARD AVE, ,Major Arterial,North York,43.716945,-79.39359,Intersection, ,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,7, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, ,Yes, ,53,,,99,,354
-79.493961,43.760321,80485309,6000181395,2016,2016-01-31T05:00:00.000Z,230,2,DERRYDOWN RD,ROMFIELD DR, ,Local,Etobicoke York,43.760321,-79.493961,Intersection, ,Stop Sign,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Passenger,45 to 49,Fatal,8, , , , , , , , , , , , , ,Yes, , ,, ,Yes, , , ,Yes, ,31,,,27,,355
-79.429286,43.632643,7382685,1279209,2012,2012-02-06T05:00:00.000Z,233,2,F G GARDINER XY  E,DUFFERIN ST, ,Expressway,Toronto and East York,43.632643,-79.429286,Mid-Block, ,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,5,Unknown,Other, , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Had Been Drinking, , , ,Yes, ,Yes, ,Yes,, , , , , , , ,14,,,85,,356
-79.401134,43.652262,8000012,142049204,2014,2014-05-10T04:00:00.000Z,233,2,DUNDAS ST W,AUGUSTA AVE, ,Major Arterial,Toronto and East York,43.652262,-79.401134,Intersection, ,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,9,Unknown, , , , ,Other / Undefined,Other,Had Been Drinking, , , ,Yes, ,Yes, , ,, ,Yes, , , , , ,14,,,78,,357
-79.45827,43.650427,80950562,8001708692,2018,2018-09-15T04:00:00.000Z,240,2,PARKSIDE DR,INDIAN VALLEY CRES,34 meters south,Major Arterial,Toronto and East York,43.650427,-79.45827,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Motorcycle Driver,45 to 49,Fatal,46,North,Motorcycle,Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes,Yes, ,, ,Yes, , , , , ,11,,,87,,358
-79.422687,43.654345,5347974,1033112,2008,2008-04-13T04:00:00.000Z,244,2,OSSINGTON AVE,COLLEGE ST, ,Major Arterial,Toronto and East York,43.654345,-79.422687,Intersection, ,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,14,East,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,"Ability Impaired, Alcohol", , , ,Yes, ,Yes, , ,, ,Yes, , , , , ,14,,,81,,359
-79.32309,43.796545,5354947,1036238,2008,2008-05-03T04:00:00.000Z,245,2,HUNTINGDALE BLVD,HEATHERSIDE DR, ,Collector,Scarborough,43.796545,-79.32309,Mid-Block, ,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , ,, , , , , ,Yes, ,42,,,117,,360
-79.197955,43.84878,80546946,6001433140,2016,2016-08-14T04:00:00.000Z,250,2,STEELES AVE E,REESOR RD, ,Minor Arterial,Scarborough,43.84878,-79.197955,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,20 to 24,Fatal,52,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, , , ,42,,,131,,361
-79.397746,43.745097,80681740,7000487878,2017,2017-03-19T04:00:00.000Z,255,2,106 YORK MILLS RD, , ,Major Arterial,North York,43.745097,-79.397746,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,45 to 49,Fatal,13,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,32,,,41,,362
-79.435222,43.633078,80566412,6001932941,2016,2016-10-31T04:00:00.000Z,257,2,F G GARDINER XY  E,JAMESON AVE, ,Expressway,Toronto and East York,43.633078,-79.435222,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,68,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,14,,,85,,363
-79.24619,43.737045,5188679,1078551,2009,2009-01-01T05:00:00.000Z,259,2,EGLINTON AVE E,DANFORTH RD, ,Major Arterial,Scarborough,43.737045,-79.24619,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,1,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol Over .80", , , ,Yes, ,Yes, , ,, , , , , , , ,43,,,138,,364
-79.502467,43.622645,80000147,5000989979,2015,2015-06-13T04:00:00.000Z,300,3,F G GARDINER XY  W,ROYAL YORK RD, ,Expressway,Etobicoke York,43.622645,-79.502467,Mid-Block, ,No Control,Rain,Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,30,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown, , , , , , , , ,Yes, , ,, , ,Yes,Yes, , , ,22,,,16,,365
-79.260387,43.715674,80542278,6001053517,2016,2016-06-17T04:00:00.000Z,303,3,DANFORTH RD,ST CLAIR AVE E,92.1 m south,Minor Arterial,Scarborough,43.715674,-79.260387,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,38,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Other, , , ,Yes, ,Yes, , ,, , , , , , , ,41,,,120,,366
-79.42009,43.797945,5384104,1049124,2008,2008-07-21T04:00:00.000Z,305,3,STEELES AVE E,YONGE ST, ,Major Arterial,North York,43.797945,-79.42009,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,34,North,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , ,, ,Yes, , , , , ,32,,,36,,367
-79.577289,43.763743,7848906,1369173,2013,2013-08-03T04:00:00.000Z,305,3,STEELES AVE W,ISLINGTON AVE, ,Major Arterial,Etobicoke York,43.763743,-79.577289,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,27,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , ,, , ,Yes,Yes, ,Yes, ,31,,,21,,368
-79.314189,43.807944,7515508,1321216,2012,2012-10-21T04:00:00.000Z,325,3,MCNICOLL AVE,BIRCHMOUNT RD, ,Minor Arterial,Scarborough,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,36, ,Other, , , , , , , , , , , ,Yes, , ,, ,Yes,Yes,Yes, ,Yes, ,42,,,116,,369
